ncrna_id,symbol,disease_id,context_id,translational_score,relevance_score,mean_abs_log2fc,sig_rate,de_consistency,mean_tau,log_tpm_disease,label,confidence_tier,task_type,label_source,dataset_id,notes,score_id,specificity_score,mechanism_score,tractability_score,human_evidence_score,risk_score,top_evidence,risk_flags,recommended_experiments,model_version,scored_date,expr_mean_tcga_pancan,expr_median_tcga_pancan,expr_std_tcga_pancan,expr_min_tcga_pancan,expr_max_tcga_pancan,expr_q1_tcga_pancan,expr_q3_tcga_pancan,expr_iqr_tcga_pancan,expr_prevalence_tcga_pancan,in_tcga_pancan_expr,gf_geneformer_like_score,gf_regulatory_centrality,gf_perturbation_impact,gf_disease_shift,gf_context_support,gf_risk_adjustment,gf_model_version,n_pathways,max_hub_correlation,mean_lit_confidence,n_unique_papers,conservation_score,n_perturbation_studies,n_high_conf_perts,mean_pert_effect,mean_clinical_r,n_sig_clinical,risk_ubiquitous,risk_contradictory_lit,risk_high_isoforms,curated_contradiction_flag
LNCRNA_7240,DNM1,DIS_001,CTX_001,0.179,0.6122,1.148031,1.0,1.0,0.0,2.280692,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_7240_DIS_001_CTX_001,0.0567,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 1.15"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.194301,0.0,0.25,0.308317,0.047219,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_8616,NDUFB8,DIS_001,CTX_001,0.179,0.6086,1.077683,1.0,1.0,0.0,2.541512,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_8616_DIS_001_CTX_001,0.0631,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 1.08"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.193948,0.0,0.25,0.304743,0.052619,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_5062,VNN1,DIS_001,CTX_001,0.179,0.5748,0.40792,1.0,1.0,0.0,5.030992,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_5062_DIS_001_CTX_001,0.125,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.41"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.190596,0.0,0.25,0.270721,0.104161,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_7015,HNRNPK,DIS_001,CTX_001,0.179,0.5691,0.294222,1.0,1.0,0.0,5.452641,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_7015_DIS_001_CTX_001,0.1355,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.29"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.190025,0.0,0.25,0.264946,0.112891,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_9834,DHRS4L2,DIS_001,CTX_001,0.1789,0.5997,0.903027,1.0,1.0,0.0,3.178508,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_9834_DIS_001_CTX_001,0.079,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.90"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.193049,0.0,0.25,0.295871,0.065807,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_8541,PPP1R3C,DIS_001,CTX_001,0.1789,0.5783,0.47845,1.0,1.0,0.0,4.758812,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_8541_DIS_001_CTX_001,0.1182,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.48"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.190929,0.0,0.25,0.274304,0.098526,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_9287,NTN4,DIS_001,CTX_001,0.1789,0.5993,0.895048,1.0,1.0,0.0,3.20752,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_9287_DIS_001_CTX_001,0.0797,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.90"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.193007,0.0,0.25,0.295466,0.066408,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_4370,LCP2,DIS_001,CTX_001,0.1789,0.6046,0.999983,1.0,1.0,0.0,2.815433,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_4370_DIS_001_CTX_001,0.0699,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 1.00"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.193528,0.0,0.25,0.300796,0.05829,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_6639,UQCRB,DIS_001,CTX_001,0.1789,0.5809,0.530322,1.0,1.0,0.0,4.563176,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_6639_DIS_001_CTX_001,0.1134,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.53"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.191182,0.0,0.25,0.276939,0.094475,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_7376,TUBB4B,DIS_001,CTX_001,0.1789,0.5865,0.641597,1.0,1.0,0.0,4.148722,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_7376_DIS_001_CTX_001,0.1031,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.64"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.191737,0.0,0.25,0.282591,0.085894,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_4054,COX7C,DIS_001,CTX_001,0.1789,0.5776,0.465621,1.0,1.0,0.0,4.803395,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_4054_DIS_001_CTX_001,0.1193,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.47"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.190858,0.0,0.25,0.273652,0.099449,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_5058,ENPP1,DIS_001,CTX_001,0.1789,0.58,0.513719,1.0,1.0,0.0,4.624329,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_5058_DIS_001_CTX_001,0.1149,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.51"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.191098,0.0,0.25,0.276095,0.095741,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_9061,ACVRL1,DIS_001,CTX_001,0.1789,0.6129,1.165537,1.0,1.0,0.0,2.197884,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_9061_DIS_001_CTX_001,0.0546,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 1.17"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.194352,0.0,0.25,0.309206,0.045505,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_0549,TMEM59,DIS_001,CTX_001,0.1789,0.5689,0.29337,1.0,1.0,0.0,5.444141,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_0549_DIS_001_CTX_001,0.1353,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.29"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.189997,0.0,0.25,0.264902,0.112715,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_1588,HADHA,DIS_001,CTX_001,0.1789,0.5649,0.214086,1.0,1.0,0.0,5.734028,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_1588_DIS_001_CTX_001,0.1425,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.21"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.18959,0.0,0.25,0.260875,0.118716,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_0806,ATP1A1,DIS_001,CTX_001,0.1789,0.5694,0.304181,1.0,1.0,0.0,5.398109,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_0806_DIS_001_CTX_001,0.1341,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.30"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.190039,0.0,0.25,0.265452,0.111762,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_2707,DAG1,DIS_001,CTX_001,0.1789,0.579,0.494018,1.0,1.0,0.0,4.689354,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_2707_DIS_001_CTX_001,0.1165,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.49"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.190982,0.0,0.25,0.275095,0.097088,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_9041,GPD1,DIS_001,CTX_001,0.1789,0.5713,0.341147,1.0,1.0,0.0,5.257818,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_9041_DIS_001_CTX_001,0.1306,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.34"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.190218,0.0,0.25,0.267329,0.108857,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_0212,C1QA,DIS_001,CTX_001,0.1788,0.5805,0.523981,1.0,1.0,0.0,4.572829,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_0212_DIS_001_CTX_001,0.1136,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.52"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.191122,0.0,0.25,0.276617,0.094675,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_2781,DCP1A,DIS_001,CTX_001,0.1788,0.617,1.247683,1.0,1.0,0.0,1.878525,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_2781_DIS_001_CTX_001,0.0467,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 1.25"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.194734,0.0,0.25,0.313379,0.038893,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_1854,GGCX,DIS_001,CTX_001,0.1788,0.5664,0.24612,1.0,1.0,0.0,5.605149,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_1854_DIS_001_CTX_001,0.1393,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.25"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.18973,0.0,0.25,0.262502,0.116048,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_2646,CCR1,DIS_001,CTX_001,0.1788,0.612,1.150459,1.0,1.0,0.0,2.238529,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_2646_DIS_001_CTX_001,0.0556,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 1.15"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.194245,0.0,0.25,0.30844,0.046346,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_14007,EIF3L,DIS_001,CTX_001,0.1788,0.5808,0.532317,1.0,1.0,0.0,4.538391,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_14007_DIS_001_CTX_001,0.1128,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.53"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.191156,0.0,0.25,0.27704,0.093962,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_9095,ATP5MC2,DIS_001,CTX_001,0.1788,0.5806,0.527723,1.0,1.0,0.0,4.551568,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_9095_DIS_001_CTX_001,0.1131,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.53"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.191125,0.0,0.25,0.276807,0.094235,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_7694,MS4A7,DIS_001,CTX_001,0.1788,0.5954,0.820692,1.0,1.0,0.0,3.460905,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_7694_DIS_001_CTX_001,0.086,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.82"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.192588,0.0,0.25,0.291689,0.071654,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_8587,HOGA1,DIS_001,CTX_001,0.1788,0.5922,0.758756,1.0,1.0,0.0,3.690127,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_8587_DIS_001_CTX_001,0.0917,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.76"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.192276,0.0,0.25,0.288543,0.0764,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_12466,DSTN,DIS_001,CTX_001,0.1788,0.5809,0.535165,1.0,1.0,0.0,4.520204,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_12466_DIS_001_CTX_001,0.1123,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.54"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.191155,0.0,0.25,0.277185,0.093586,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_4114,CCDC112,DIS_001,CTX_001,0.1788,0.635,1.607952,1.0,1.0,0.0,0.524808,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_4114_DIS_001_CTX_001,0.013,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 1.61"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.20""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.196506,0.0,0.25,0.331679,0.010866,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
